"UF";"Município";"Partido";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Cargo";"Situação da candidatura";"Detalhe situação candidatura";"Data eleição";"Situação de totalização";
"RN";"ÁGUA NOVA";"PSC";"20";"ANNA PAULA PEREIRA NUNES";"PAULINHA";"Vice-prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25999";"CRISTIANE APARECIDA DE SOUZA LIMA";"CRISTIANE";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15110";"DINATECIO ALVES NUNES";"DINATÉCIO ALVES";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25111";"ELIOMAR RAIMUNDO DA SILVA";"MAZINHO FLOR";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15333";"FRANCISCA EVENUBIA BEZERRA DA SILVA";"NÚBIA SILVA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15555";"FRANCISCA ROSANGELA LIMA DE SOUZA";"ROSÂNGELA LIMA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15111";"FRANCISCA ZULEIDE BATALHA ARAUJO";"LEIDE BATALHA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25888";"FRANCISCO AIRAN DE SOUZA MANIÇOBA";"AIRAN SOUZA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"PL";"25";"FRANCISCO DE ASSIS BEZERRA DO NASCIMENTO";"NENEM DE DUBA";"Vice-prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15";"FRANCISCO FABIO DE ARAUJO";"FABIO ARAUJO";"Prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25800";"FRANCISCO GEVERSON PEREIRA DE LIMA";"GEFINHO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25000";"FRANCISCO ILTON DO NASCIMENTO";"ITA DE SALES";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25123";"FRANCISCO JANIO DO NASCIMENTO";"PRETO DE ALUISIO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25225";"FRANCISCO JOSULEY DA SILVA BARBOSA";"JOSULEY BARBOSA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25";"FRANCISCO RONALDO DE SOUZA";"RONALDO SOUZA";"Prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15";"ICARO ALVES DE CARVALHO";"ICARO CARVALHO";"Vice-prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15444";"JOSE BOMFIM BARBOSA";"BONFIM BARBOSA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25222";"JOSE ROBERIO PEREIRA DA SILVA";"ROBERIO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25444";"MARIA DAS GRAÇAS SOUZA";"GRACINHA DE DEZITE";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25666";"MARIA RISONEIDE DE SOUZA";"RISONEIDE";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25555";"ODAIR JOSE NUNES";"ODAIR NUNES";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15123";"PAULO CESAR DE SOUZA";"PAULO CÉSAR";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15000";"RAIMUNDO NONATO DOS SANTOS";"RAIMUNDO ZUZA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"MDB";"15603";"SUELO FERREIRA FRANCA";"SUELO FRANÇA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25777";"TALITA TAVARES DE OLIVEIRA LIMA";"TALITA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"DEM";"25333";"WILSON FERNANDES DE SOUZA";"WILSON";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22777";"ANA PAULA DA CONCEIÇÃO ARAUJO";"ANA PAULA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45668";"ANTONIA ERINALDA SOARES";"ANTÔNIA SOARES";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45333";"ANTONIA MARIA MOREIRA DE SOUSA";"NINA MOREIRA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45222";"CICERO BERNARDINO DA SILVA";"CÍCERO BERNARDINO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PC do B";"65";"DAVID ABRANTES PORDEUS";"DAVID ABRANTES";"Prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PC do B";"65555";"DEBORA CRISTINNE PEREIRA DE PAIVA PORDEUS";"DÉBORA PAIVA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45123";"FRANCISCO ALLAN DE OLIVEIRA";"ALLAN DE EDILBERTO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22111";"FRANCISCO DE ASSIS BARBOSA";"CHICO ALMEIDA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45655";"FRANCISCO DE ASSIS EUFLAUZINO";"DEASSIS";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45555";"FRANCISCO GIL FÁBIO TAVEIRA";"GIL FÁBIO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22333";"FRANCISCO JANDUI FERNANDES JUNIOR";"JANDUI JUNIOR";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PT";"13000";"FRANCISCO JOSÉ DA PENHA";"CHICO PENHA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45221";"FRANCISCO MARCOS DE ALMEIDA";"SUÊ";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PSDB";"45678";"FRANCISCO MOREIRA PIRES";"CHIQUINHO PIRES";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ALEXANDRIA";"PL";"22222";"FRANCISCO TEIXEIRA DE FIGUEIREDO";"TEIXEIRA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
